epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
123,3355.69,0.53575,0.81166,0.33758,0.88904,0,0.92172,0.73827,0.80083,0.6288,0.90811,0.73843,0.78402,0.58005,0.56337,1.28212,0.43499,0.96878,0,0.003961,0.003961,0.003961
124,3403.5,0.5303,0.80986,0.33501,0.88582,0,0.90742,0.72941,0.78003,0.61178,0.91985,0.71382,0.76234,0.56213,0.57493,1.32461,0.44121,0.98222,0,0.0039115,0.0039115,0.0039115
125,3452.55,0.53264,0.79978,0.33577,0.89009,0,0.89167,0.73843,0.78215,0.61464,0.89065,0.73285,0.76284,0.56147,0.56781,1.36742,0.45497,0.97375,0,0.003862,0.003862,0.003862
126,3500.09,0.53664,0.80869,0.33621,0.88771,0,0.87964,0.75914,0.80528,0.62985,0.89198,0.74171,0.78517,0.57624,0.55787,1.37645,0.43626,0.96977,0,0.0038125,0.0038125,0.0038125
127,3550.07,0.52298,0.79074,0.33101,0.88451,0,0.89809,0.74171,0.79554,0.6198,0.89158,0.74216,0.78335,0.56732,0.55889,1.3607,0.44184,0.96964,0,0.003763,0.003763,0.003763
128,3597.14,0.5312,0.8017,0.33441,0.8861,0,0.88046,0.74368,0.78977,0.61808,0.89176,0.73413,0.78033,0.56862,0.566,1.38293,0.44296,0.97517,0,0.0037135,0.0037135,0.0037135
129,3644.58,0.52573,0.79058,0.33162,0.88551,0,0.90151,0.748,0.79151,0.62131,0.89927,0.7442,0.77971,0.57246,0.56697,1.35849,0.42913,0.97855,0,0.003664,0.003664,0.003664
130,3693.49,0.52075,0.79822,0.32797,0.88394,0,0.9092,0.73138,0.7819,0.61406,0.90619,0.72842,0.76801,0.56195,0.57438,1.34929,0.45383,0.98078,0,0.0036145,0.0036145,0.0036145
131,3740.25,0.52213,0.78621,0.32961,0.88289,0,0.91092,0.73613,0.79028,0.62685,0.9241,0.72202,0.77577,0.57357,0.55929,1.32353,0.4388,0.9731,0,0.003565,0.003565,0.003565
132,3787.58,0.52024,0.79233,0.33066,0.8847,0,0.9078,0.7614,0.81293,0.64145,0.9059,0.75829,0.7994,0.5856,0.54528,1.29449,0.44336,0.95135,0,0.0035155,0.0035155,0.0035155
133,3835.45,0.52683,0.79044,0.33081,0.88554,0,0.92388,0.73384,0.78514,0.62179,0.91638,0.73547,0.7728,0.57017,0.55478,1.29579,0.45876,0.96545,0,0.003466,0.003466,0.003466
134,3884.63,0.5207,0.78454,0.32737,0.88218,0,0.92195,0.74817,0.80996,0.64198,0.91889,0.74731,0.79595,0.58329,0.54249,1.30762,0.44578,0.95233,0,0.0034165,0.0034165,0.0034165
135,3936.41,0.52613,0.79425,0.33078,0.88778,0,0.91275,0.77191,0.8336,0.66015,0.90947,0.76987,0.81746,0.59941,0.52722,1.3203,0.41175,0.94411,0,0.003367,0.003367,0.003367
136,3984.95,0.51587,0.78751,0.32535,0.88138,0,0.92064,0.76091,0.82397,0.65303,0.91978,0.75257,0.80836,0.59379,0.52857,1.30672,0.42401,0.9433,0,0.0033175,0.0033175,0.0033175
137,4034.39,0.52138,0.79419,0.32751,0.88273,0,0.92964,0.75231,0.81844,0.64642,0.92435,0.74778,0.80456,0.59179,0.53287,1.33884,0.42798,0.94813,0,0.003268,0.003268,0.003268
138,4084.57,0.51356,0.77228,0.32479,0.88015,0,0.92208,0.73988,0.80422,0.63493,0.91878,0.73691,0.78979,0.58432,0.5377,1.35537,0.44075,0.95109,0,0.0032185,0.0032185,0.0032185
139,4134.8,0.51186,0.78034,0.32205,0.88104,0,0.90114,0.76283,0.81114,0.63537,0.89637,0.75845,0.79638,0.58199,0.54588,1.29946,0.42674,0.95537,0,0.003169,0.003169,0.003169
140,4183.35,0.50921,0.7735,0.3195,0.87911,0,0.91913,0.77207,0.83069,0.64829,0.91526,0.77092,0.81645,0.5915,0.54009,1.30985,0.39989,0.9495,0,0.0031195,0.0031195,0.0031195
141,4232.34,0.50851,0.77848,0.3203,0.87867,0,0.91362,0.74303,0.81842,0.63732,0.91566,0.74713,0.80338,0.58446,0.54959,1.29192,0.4188,0.95836,0,0.00307,0.00307,0.00307
142,4281,0.51015,0.77656,0.32115,0.87749,0,0.91548,0.75003,0.81836,0.64442,0.91628,0.75123,0.80535,0.58979,0.53522,1.31557,0.41928,0.94377,0,0.0030205,0.0030205,0.0030205
143,4330.24,0.50456,0.76962,0.31873,0.87852,0,0.92228,0.76567,0.82745,0.65485,0.92099,0.75941,0.81701,0.59474,0.52525,1.34919,0.39976,0.9348,0,0.002971,0.002971,0.002971
144,4377.62,0.50931,0.77531,0.32019,0.8766,0,0.91249,0.75205,0.80787,0.64537,0.91685,0.74664,0.79916,0.59037,0.52462,1.3017,0.44831,0.93351,0,0.0029215,0.0029215,0.0029215
145,4424.97,0.49959,0.76469,0.31649,0.87685,0,0.92358,0.75162,0.81429,0.64513,0.92894,0.7445,0.80531,0.58999,0.5296,1.29208,0.43055,0.94123,0,0.002872,0.002872,0.002872
146,4472.63,0.50322,0.76106,0.3166,0.87616,0,0.89251,0.74665,0.79661,0.62978,0.92177,0.72629,0.78713,0.58055,0.54707,1.3067,0.43188,0.95642,0,0.0028225,0.0028225,0.0028225
147,4521.79,0.50014,0.75531,0.31483,0.87293,0,0.90171,0.76239,0.81838,0.64694,0.92646,0.74089,0.79843,0.59273,0.5306,1.32208,0.40725,0.94176,0,0.002773,0.002773,0.002773
148,4569.05,0.49769,0.75618,0.31349,0.87745,0,0.89986,0.78151,0.83273,0.66147,0.9239,0.76506,0.81879,0.60331,0.52013,1.27504,0.39141,0.93808,0,0.0027235,0.0027235,0.0027235
149,4619.14,0.49679,0.75629,0.31186,0.87296,0,0.91133,0.78142,0.83232,0.66147,0.91181,0.78216,0.81917,0.60271,0.52337,1.34482,0.39605,0.93993,0,0.002674,0.002674,0.002674
150,4667.11,0.49697,0.75944,0.3138,0.8755,0,0.92968,0.74975,0.82158,0.65415,0.92877,0.75139,0.80861,0.60091,0.52554,1.33396,0.41241,0.94159,0,0.0026245,0.0026245,0.0026245
151,4716.54,0.49846,0.7566,0.31239,0.87318,0,0.91804,0.76501,0.82336,0.65529,0.92147,0.76173,0.8113,0.601,0.52655,1.3008,0.40893,0.94101,0,0.002575,0.002575,0.002575
152,4765.34,0.48901,0.74416,0.30731,0.86988,0,0.89545,0.76318,0.81128,0.64376,0.90144,0.75788,0.79932,0.59039,0.53532,1.32804,0.4165,0.94933,0,0.0025255,0.0025255,0.0025255
153,4815.38,0.48854,0.7484,0.30779,0.87054,0,0.90109,0.75304,0.80572,0.63802,0.89565,0.75349,0.79224,0.58633,0.53758,1.32552,0.42964,0.95506,0,0.002476,0.002476,0.002476
154,4864.31,0.49182,0.75309,0.30943,0.87353,0,0.89722,0.75059,0.80232,0.63293,0.9006,0.74664,0.78955,0.58147,0.53896,1.34103,0.43304,0.95791,0,0.0024265,0.0024265,0.0024265
155,4913.03,0.48233,0.73585,0.30301,0.86959,0,0.89856,0.75002,0.79836,0.63431,0.89777,0.74936,0.78505,0.58187,0.53415,1.34299,0.43002,0.95333,0,0.002377,0.002377,0.002377
156,4961.27,0.48436,0.74295,0.30631,0.86965,0,0.90186,0.75451,0.80669,0.63596,0.90499,0.75183,0.79273,0.58333,0.53859,1.31874,0.42818,0.95401,0,0.0023275,0.0023275,0.0023275
157,5008.43,0.48046,0.73455,0.30232,0.87068,0,0.90285,0.75747,0.80836,0.63965,0.90025,0.75528,0.79441,0.58758,0.53617,1.3204,0.4224,0.94903,0,0.002278,0.002278,0.002278
158,5056.28,0.47964,0.73679,0.30152,0.86694,0,0.91465,0.74915,0.80546,0.64111,0.91619,0.74621,0.79725,0.58974,0.52966,1.36407,0.42834,0.94477,0,0.0022285,0.0022285,0.0022285
159,5103.36,0.48245,0.73893,0.3031,0.86827,0,0.91333,0.75353,0.81046,0.64285,0.91502,0.74921,0.79647,0.58993,0.53095,1.34089,0.43597,0.94453,0,0.002179,0.002179,0.002179
160,5152.24,0.48279,0.74085,0.30347,0.86936,0,0.91637,0.76054,0.81519,0.64832,0.91975,0.75681,0.80109,0.59359,0.52489,1.30231,0.42011,0.94103,0,0.0021295,0.0021295,0.0021295
161,5201.16,0.47666,0.73671,0.29835,0.86645,0,0.90655,0.75612,0.81131,0.64412,0.91971,0.74631,0.79834,0.5899,0.52586,1.33397,0.42279,0.94361,0,0.00208,0.00208,0.00208
162,5248.7,0.47485,0.73277,0.29684,0.86872,0,0.89657,0.7555,0.80175,0.63809,0.89922,0.75402,0.79334,0.58677,0.53041,1.37111,0.42041,0.94968,0,0.0020305,0.0020305,0.0020305
163,5296.85,0.47292,0.72702,0.2962,0.87023,0,0.89873,0.75577,0.80095,0.6374,0.8987,0.75386,0.78834,0.58774,0.52946,1.34294,0.42445,0.95035,0,0.001981,0.001981,0.001981
164,5347.25,0.46936,0.7198,0.29568,0.86821,0,0.9251,0.73794,0.80219,0.63762,0.93296,0.73958,0.79565,0.58667,0.53064,1.33848,0.4236,0.94717,0,0.0019315,0.0019315,0.0019315
165,5395.89,0.46802,0.72112,0.29435,0.86424,0,0.92046,0.74303,0.80163,0.63916,0.92812,0.7416,0.7941,0.58808,0.52499,1.32837,0.41772,0.94574,0,0.001882,0.001882,0.001882
166,5444.45,0.46413,0.71526,0.29246,0.86532,0,0.91782,0.74598,0.80878,0.64038,0.92098,0.74565,0.79597,0.59003,0.52758,1.30335,0.41352,0.94642,0,0.0018325,0.0018325,0.0018325
167,5492.43,0.46447,0.72267,0.2934,0.86597,0,0.92511,0.73958,0.80749,0.63842,0.92481,0.73991,0.79566,0.58833,0.52963,1.33097,0.4171,0.94675,0,0.001783,0.001783,0.001783
168,5543.23,0.46567,0.71059,0.29115,0.86466,0,0.90347,0.75205,0.79946,0.63493,0.90573,0.7473,0.78655,0.58419,0.53126,1.32942,0.42218,0.94887,0,0.0017335,0.0017335,0.0017335
169,5589.09,0.46501,0.72043,0.29131,0.86317,0,0.89772,0.75862,0.7985,0.63346,0.91908,0.73974,0.78466,0.58414,0.53541,1.33409,0.41096,0.95542,0,0.001684,0.001684,0.001684
170,5637.78,0.45697,0.70795,0.28771,0.86103,0,0.90092,0.7619,0.80883,0.63926,0.91184,0.74849,0.79416,0.58882,0.53263,1.32451,0.40797,0.95048,0,0.0016345,0.0016345,0.0016345
171,5684.42,0.46352,0.71721,0.28915,0.86481,0,0.90036,0.75829,0.79709,0.63299,0.90306,0.75516,0.78278,0.57956,0.53365,1.33291,0.41305,0.95215,0,0.001585,0.001585,0.001585
172,5733.61,0.4572,0.71122,0.28602,0.86114,0,0.90237,0.75832,0.80444,0.63573,0.90467,0.75367,0.78378,0.58147,0.52963,1.32692,0.41047,0.94811,0,0.0015355,0.0015355,0.0015355
173,5781.5,0.45545,0.70727,0.28522,0.8599,0,0.91876,0.74601,0.80561,0.63855,0.91552,0.74319,0.78546,0.58423,0.52728,1.32531,0.4133,0.94739,0,0.001486,0.001486,0.001486
174,5828.51,0.4505,0.70905,0.28257,0.86066,0,0.91665,0.74483,0.80619,0.63928,0.90806,0.74717,0.79106,0.5874,0.527,1.34757,0.40854,0.94635,0,0.0014365,0.0014365,0.0014365
175,5875.84,0.45243,0.69761,0.28317,0.8572,0,0.90101,0.75681,0.80866,0.64138,0.90534,0.75179,0.79467,0.59009,0.52577,1.34871,0.40861,0.94459,0,0.001387,0.001387,0.001387
176,5923.71,0.45423,0.69711,0.28404,0.86156,0,0.92502,0.74093,0.80036,0.63806,0.9244,0.74044,0.7922,0.58657,0.52903,1.33651,0.41141,0.94829,0,0.0013375,0.0013375,0.0013375
177,5972.53,0.45,0.70545,0.28247,0.85863,0,0.90758,0.75402,0.80857,0.64022,0.90313,0.75574,0.79522,0.58851,0.52942,1.33646,0.40109,0.94873,0,0.001288,0.001288,0.001288
178,6022.16,0.44213,0.69096,0.27787,0.85635,0,0.90224,0.766,0.81497,0.64696,0.92961,0.74434,0.80108,0.59195,0.52262,1.34884,0.39632,0.94228,0,0.0012385,0.0012385,0.0012385
